'Elapsed time','ECG I','ECG I filtered'
15.354,0.055,-0.010
15.356,-0.035,-0.005
15.358,-0.145,-0.005
15.360,-0.180,-0.010
15.362,-0.120,-0.020
15.364,-0.045,-0.030
15.366,0.005,-0.040
15.368,0.030,-0.045
15.370,0.095,-0.050
15.372,0.065,-0.050
15.374,0.005,-0.050
15.376,-0.010,-0.045
15.378,-0.065,-0.040
15.380,-0.165,-0.040
15.382,-0.130,-0.035
15.384,-0.080,-0.030
15.386,-0.005,-0.030
15.388,0.045,-0.030
15.390,0.105,-0.030
15.392,0.075,-0.030
15.394,0.060,-0.035
15.396,-0.030,-0.040
15.398,-0.075,-0.045
15.400,-0.190,-0.055
15.402,-0.165,-0.060
15.404,-0.095,-0.060
15.406,-0.005,-0.060
15.408,0.070,-0.055
15.410,0.125,-0.045
15.412,0.105,-0.035
15.414,0.040,-0.025
15.416,-0.050,-0.015
15.418,-0.070,-0.010
15.420,-0.160,-0.010
15.422,-0.155,-0.010
15.424,-0.035,-0.015
15.426,0.030,-0.020
15.428,0.070,-0.025
15.430,0.085,-0.035
15.432,0.100,-0.035
15.434,0.000,-0.040
15.436,-0.030,-0.045
15.438,-0.070,-0.050
15.440,-0.205,-0.050
15.442,-0.155,-0.055
15.444,-0.070,-0.055
15.446,0.030,-0.055
15.448,0.060,-0.055
15.450,0.090,-0.050
15.452,0.090,-0.040
15.454,0.015,-0.035
15.456,-0.050,-0.025
15.458,-0.120,-0.015
15.460,-0.160,-0.010
15.462,-0.080,-0.015
15.464,-0.040,-0.020
15.466,0.075,-0.025
15.468,0.045,-0.035
15.470,0.090,-0.045
15.472,0.055,-0.055
15.474,0.020,-0.060
15.476,-0.075,-0.060
15.478,-0.150,-0.055
15.480,-0.150,-0.055
15.482,-0.150,-0.050
15.484,-0.100,-0.050
15.486,-0.010,-0.050
15.488,0.065,-0.055
15.490,0.115,-0.060
15.492,0.050,-0.060
15.494,0.000,-0.060
15.496,-0.075,-0.055
15.498,-0.100,-0.050
15.500,-0.160,-0.045
15.502,-0.105,-0.040
15.504,-0.060,-0.035
15.506,0.025,-0.035
15.508,0.050,-0.035
15.510,0.090,-0.040
15.512,0.045,-0.045
15.514,-0.015,-0.050
15.516,-0.070,-0.055
15.518,-0.075,-0.055
15.520,-0.205,-0.050
15.522,-0.075,-0.045
15.524,-0.020,-0.035
15.526,0.070,-0.030
15.528,0.085,-0.025
15.530,0.040,-0.020
15.532,0.070,-0.020
15.534,0.055,-0.020
15.536,-0.050,-0.020
15.538,-0.105,-0.020
15.540,-0.125,-0.020
15.542,-0.070,-0.020
15.544,0.000,-0.020
15.546,0.055,-0.015
15.548,0.090,-0.010
15.550,0.125,-0.010
15.552,0.100,-0.005
15.554,0.025,-0.005
15.556,-0.035,0.000
15.558,-0.125,0.000
15.560,-0.090,0.000
15.562,0.010,0.000
15.564,0.020,0.000
15.566,0.030,0.000
15.568,0.125,-0.005
15.570,0.155,-0.010
15.572,0.040,-0.015
15.574,-0.055,-0.015
15.576,-0.045,-0.020
15.578,-0.080,-0.020
15.580,-0.090,-0.025
15.582,-0.075,-0.025
15.584,-0.020,-0.020
15.586,0.045,-0.020
15.588,0.125,-0.015
15.590,0.160,-0.010
15.592,0.090,-0.010
15.594,-0.010,-0.010
15.596,-0.035,-0.015
15.598,-0.160,-0.020
15.600,-0.130,-0.030
15.602,-0.115,-0.035
15.604,-0.005,-0.045
15.606,0.010,-0.055
15.608,0.080,-0.060
15.610,0.100,-0.065
15.612,0.040,-0.060
15.614,-0.020,-0.055
15.616,-0.060,-0.050
15.618,-0.190,-0.040
15.620,-0.110,-0.035
15.622,-0.105,-0.035
15.624,-0.065,-0.035
15.626,-0.025,-0.045
15.628,0.095,-0.050
15.630,0.080,-0.060
15.632,0.025,-0.070
15.634,-0.080,-0.075
15.636,-0.105,-0.075
15.638,-0.125,-0.070
15.640,-0.155,-0.065
15.642,-0.125,-0.055
15.644,-0.040,-0.050
15.646,0.005,-0.045
15.648,0.115,-0.050
15.650,0.080,-0.055
15.652,0.045,-0.060
15.654,-0.055,-0.070
15.656,-0.100,-0.075
15.658,-0.205,-0.075
15.660,-0.170,-0.075
15.662,-0.105,-0.075
15.664,-0.050,-0.070
15.666,-0.025,-0.075
15.668,0.065,-0.080
15.670,0.045,-0.090
15.672,-0.045,-0.100
15.674,-0.120,-0.100
15.676,-0.160,-0.095
15.678,-0.180,-0.075
15.680,-0.120,-0.030
15.682,0.035,0.030
15.684,0.140,0.110
15.686,0.335,0.200
15.688,0.460,0.295
15.690,0.480,0.375
15.692,0.610,0.435
15.694,0.550,0.470
15.696,0.460,0.480
15.698,0.305,0.455
15.700,0.255,0.400
15.702,0.215,0.325
15.704,0.255,0.235
15.706,0.245,0.140
15.708,0.205,0.045
15.710,0.115,-0.045
15.712,-0.085,-0.120
15.714,-0.270,-0.185
15.716,-0.355,-0.235
15.718,-0.410,-0.265
15.720,-0.365,-0.285
15.722,-0.335,-0.290
15.724,-0.245,-0.280
15.726,-0.170,-0.265
15.728,-0.085,-0.240
15.730,-0.040,-0.215
15.732,-0.100,-0.185
15.734,-0.225,-0.160
15.736,-0.185,-0.135
15.738,-0.215,-0.115
15.740,-0.200,-0.100
15.742,-0.120,-0.085
15.744,-0.035,-0.075
15.746,-0.005,-0.065
15.748,0.105,-0.060
15.750,0.090,-0.055
15.752,0.035,-0.050
15.754,-0.050,-0.045
15.756,-0.145,-0.045
15.758,-0.175,-0.045
15.760,-0.115,-0.045
15.762,-0.045,-0.045
15.764,0.010,-0.045
15.766,0.060,-0.045
15.768,0.090,-0.045
15.770,0.115,-0.040
15.772,0.000,-0.035
15.774,-0.040,-0.025
15.776,-0.070,-0.020
15.778,-0.110,-0.010
15.780,-0.075,-0.005
15.782,-0.060,0.000
15.784,0.055,0.000
15.786,0.115,-0.005
15.788,0.155,-0.010
15.790,0.090,-0.015
15.792,0.005,-0.025
15.794,-0.060,-0.030
15.796,-0.110,-0.035
15.798,-0.115,-0.035
15.800,-0.100,-0.030
15.802,-0.020,-0.025
15.804,0.035,-0.015
15.806,0.125,-0.010
15.808,0.150,0.000
15.810,0.065,0.005
15.812,0.075,0.005
15.814,-0.030,0.000
15.816,-0.120,-0.010
15.818,-0.110,-0.020
15.820,-0.115,-0.025
15.822,-0.045,-0.030
15.824,0.050,-0.035
15.826,0.135,-0.030
15.828,0.185,-0.020
15.830,0.115,-0.005
15.832,0.000,0.005
15.834,-0.050,0.015
15.836,-0.140,0.025
15.838,-0.080,0.025
15.840,-0.035,0.020
15.842,0.055,0.015
15.844,0.085,0.005
15.846,0.160,0.000
15.848,0.130,-0.005
15.850,0.110,0.000
15.852,0.015,0.005
15.854,-0.045,0.015
15.856,-0.115,0.025
15.858,-0.055,0.035
15.860,-0.025,0.040
15.862,0.050,0.045
15.864,0.110,0.045
15.866,0.145,0.040
15.868,0.165,0.035
15.870,0.145,0.035
15.872,0.080,0.040
15.874,0.025,0.045
15.876,-0.045,0.050
15.878,-0.025,0.060
15.880,0.015,0.070
15.882,0.065,0.070
15.884,0.120,0.075
15.886,0.180,0.070
15.888,0.195,0.065
15.890,0.145,0.060
15.892,0.090,0.060
15.894,0.010,0.060
15.896,-0.060,0.060
15.898,-0.005,0.065
15.900,0.030,0.075
15.902,0.085,0.085
15.904,0.140,0.095
15.906,0.250,0.105
15.908,0.235,0.115
15.910,0.180,0.125
15.912,0.150,0.130
15.914,0.085,0.140
15.916,0.025,0.145
15.918,0.045,0.150
15.920,0.185,0.155
15.922,0.165,0.155
15.924,0.240,0.150
15.926,0.325,0.150
15.928,0.245,0.145
15.930,0.215,0.145
15.932,0.145,0.145
15.934,0.145,0.150
15.936,0.070,0.160
15.938,0.085,0.170
15.940,0.155,0.185
15.942,0.235,0.200
15.944,0.280,0.210
15.946,0.350,0.220
15.948,0.395,0.225
15.950,0.325,0.230
15.952,0.195,0.225
15.954,0.170,0.220
15.956,0.080,0.215
15.958,0.110,0.210
15.960,0.150,0.205
15.962,0.260,0.200
15.964,0.275,0.195
15.966,0.350,0.195
15.968,0.300,0.200
15.970,0.275,0.200
15.972,0.230,0.200
15.974,0.195,0.200
15.976,0.090,0.200
15.978,0.100,0.195
15.980,0.150,0.185
15.982,0.255,0.175
15.984,0.205,0.165
15.986,0.285,0.150
15.988,0.290,0.135
15.990,0.195,0.125
15.992,0.120,0.115
15.994,0.075,0.105
15.996,-0.015,0.100
15.998,0.010,0.095
16.000,0.045,0.095
16.002,0.120,0.090
16.004,0.160,0.090
16.006,0.195,0.085
16.008,0.170,0.075
16.010,0.120,0.065
16.012,0.020,0.055
16.014,-0.050,0.040
16.016,-0.030,0.025
16.018,-0.090,0.010
16.020,-0.065,0.000
16.022,0.045,-0.010
16.024,0.080,-0.015
16.026,0.125,-0.015
16.028,0.095,-0.015
16.030,0.070,-0.010
16.032,-0.075,-0.010
16.034,-0.045,-0.005
16.036,-0.105,-0.010
16.038,-0.085,-0.010
16.040,-0.055,-0.015
16.042,0.020,-0.020
16.044,0.090,-0.020
16.046,0.135,-0.025
16.048,0.095,-0.025
16.050,0.070,-0.025
16.052,-0.030,-0.020
16.054,-0.100,-0.020
16.056,-0.190,-0.020
16.058,-0.090,-0.020
16.060,-0.065,-0.020
16.062,0.000,-0.020
16.064,0.010,-0.020
16.066,0.175,-0.020
16.068,0.135,-0.015
16.070,0.030,-0.010
16.072,-0.015,-0.010
16.074,-0.100,-0.005
16.076,-0.115,-0.005
16.078,-0.110,-0.010
16.080,-0.060,-0.015
16.082,0.015,-0.025
16.084,0.060,-0.040
16.086,0.105,-0.050
16.088,0.085,-0.055
16.090,-0.045,-0.060
16.092,-0.100,-0.055
16.094,-0.100,-0.045
16.096,-0.105,-0.030
16.098,-0.055,-0.020
16.100,-0.030,-0.015
16.102,0.015,-0.010
16.104,0.035,-0.015
16.106,0.115,-0.025
16.108,0.085,-0.035
16.110,-0.035,-0.045
16.112,-0.130,-0.055
16.114,-0.150,-0.060
16.116,-0.165,-0.060
16.118,-0.110,-0.050
16.120,0.020,-0.040
16.122,0.055,-0.030
16.124,0.050,-0.020
16.126,0.105,-0.020
16.128,0.040,-0.020
16.130,0.000,-0.025
16.132,-0.040,-0.035
16.134,-0.145,-0.045
16.136,-0.135,-0.050
16.138,-0.080,-0.050
16.140,0.015,-0.045
16.142,0.045,-0.035
16.144,0.080,-0.020
16.146,0.115,-0.010
16.148,0.055,0.000
16.150,0.030,0.000
16.152,-0.070,0.000
16.154,-0.120,-0.005
16.156,-0.070,-0.010
16.158,-0.090,-0.020
16.160,0.020,-0.025
16.162,0.035,-0.030
16.164,0.080,-0.030
16.166,0.125,-0.030
16.168,0.060,-0.025
16.170,0.005,-0.020
16.172,-0.045,-0.015
16.174,-0.135,-0.010
16.176,-0.075,-0.005
16.178,-0.095,-0.005
16.180,0.035,-0.010
16.182,0.050,-0.010
16.184,0.115,-0.015
16.186,0.135,-0.020
16.188,0.060,-0.025
16.190,-0.030,-0.030
16.192,-0.115,-0.030
16.194,-0.215,-0.030
16.196,-0.145,-0.025
16.198,-0.005,-0.015
16.200,0.030,-0.010
16.202,0.050,0.000
16.204,0.155,0.005
16.206,0.145,0.010
16.208,0.085,0.015
16.210,0.015,0.015
16.212,-0.075,0.015
16.214,-0.120,0.005
16.216,-0.110,0.000
16.218,-0.055,-0.010
16.220,0.010,-0.015
16.222,0.040,-0.020
16.224,0.100,-0.030
16.226,0.110,-0.030
16.228,0.045,-0.030
16.230,-0.015,-0.030
16.232,-0.045,-0.025
16.234,-0.125,-0.020
16.236,-0.115,-0.015
16.238,-0.055,-0.010
16.240,0.005,-0.005
16.242,0.070,-0.005
16.244,0.130,-0.005
16.246,0.130,-0.005
16.248,0.070,-0.010
16.250,-0.030,-0.015
16.252,-0.085,-0.025
16.254,-0.165,-0.030
16.256,-0.150,-0.035
16.258,-0.065,-0.040
16.260,0.030,-0.040
16.262,0.065,-0.035
16.264,0.130,-0.030
16.266,0.090,-0.025
16.268,0.050,-0.020
16.270,-0.035,-0.015
16.272,-0.055,-0.020
16.274,-0.140,-0.020
16.276,-0.095,-0.025
16.278,-0.080,-0.030
16.280,0.005,-0.035
16.282,0.025,-0.035
16.284,0.080,-0.035
16.286,0.125,-0.030
16.288,0.050,-0.025
16.290,-0.010,-0.025
16.292,-0.040,-0.020
16.294,-0.145,-0.015
16.296,-0.120,-0.015
16.298,-0.060,-0.015
16.300,0.015,-0.015
16.302,0.080,-0.020
16.304,0.110,-0.020
16.306,0.110,-0.025
16.308,0.035,-0.025
16.310,-0.065,-0.025
16.312,-0.120,-0.030
16.314,-0.125,-0.030
16.316,-0.075,-0.035
16.318,-0.045,-0.035
16.320,-0.035,-0.040
16.322,0.040,-0.045
16.324,0.100,-0.045
16.326,0.085,-0.045
16.328,0.015,-0.045
16.330,-0.050,-0.045
16.332,-0.095,-0.045
16.334,-0.165,-0.040
16.336,-0.130,-0.035
16.338,-0.065,-0.030
16.340,0.065,-0.030
16.342,0.085,-0.025
16.344,0.135,-0.025
16.346,0.060,-0.025
16.348,-0.005,-0.030
16.350,-0.015,-0.030
16.352,-0.145,-0.040
16.354,-0.175,-0.045
16.356,-0.140,-0.050
16.358,-0.030,-0.055
16.360,-0.015,-0.060
16.362,0.045,-0.060
16.364,0.065,-0.055
16.366,0.055,-0.050
16.368,0.000,-0.045
16.370,-0.030,-0.035
16.372,-0.075,-0.030
16.374,-0.135,-0.030
16.376,-0.090,-0.030
16.378,-0.065,-0.030
16.380,0.010,-0.035
16.382,0.045,-0.040
16.384,0.070,-0.045
16.386,-0.015,-0.050
16.388,0.030,-0.050
16.390,-0.035,-0.045
16.392,-0.120,-0.040
16.394,-0.150,-0.035
16.396,-0.135,-0.030
16.398,-0.035,-0.020
16.400,0.040,-0.015
16.402,0.125,-0.015
16.404,0.135,-0.010
16.406,0.120,-0.005
16.408,0.025,-0.005
16.410,-0.015,0.000
16.412,-0.115,0.000
16.414,-0.120,0.000
16.416,-0.080,0.000
16.418,-0.030,-0.005
16.420,0.040,-0.010
16.422,0.090,-0.015
16.424,0.150,-0.020
16.426,0.045,-0.025
16.428,0.005,-0.020
16.430,-0.085,-0.020
16.432,-0.080,-0.010
16.434,-0.115,-0.005
16.436,-0.050,0.005
16.438,0.020,0.010
16.440,0.070,0.010
16.442,0.145,0.005
16.444,0.115,0.000
16.446,0.095,-0.005
16.448,-0.015,-0.015
16.450,-0.045,-0.015
16.452,-0.130,-0.020
16.454,-0.165,-0.015
16.456,-0.070,-0.010
16.458,-0.005,-0.010
16.460,0.035,-0.005
16.462,0.140,-0.005
16.464,0.095,-0.010
16.466,0.060,-0.020
16.468,-0.010,-0.035
16.470,-0.075,-0.045
16.472,-0.205,-0.060
16.474,-0.155,-0.070
16.476,-0.165,-0.075
16.478,-0.070,-0.080
16.480,0.005,-0.080
16.482,0.120,-0.075
16.484,0.085,-0.075
16.486,-0.005,-0.070
16.488,-0.080,-0.070
16.490,-0.155,-0.065
16.492,-0.215,-0.065
16.494,-0.125,-0.070
16.496,-0.120,-0.070
16.498,-0.030,-0.070
16.500,-0.025,-0.070
16.502,0.065,-0.075
16.504,0.085,-0.075
16.506,0.000,-0.075
16.508,-0.040,-0.070
16.510,-0.090,-0.070
16.512,-0.210,-0.065
16.514,-0.175,-0.065
16.516,-0.155,-0.060
16.518,-0.010,-0.060
16.520,0.010,-0.055
16.522,0.095,-0.060
16.524,0.065,-0.060
16.526,-0.005,-0.065
16.528,-0.080,-0.075
16.530,-0.145,-0.080
16.532,-0.225,-0.095
16.534,-0.230,-0.105
16.536,-0.195,-0.115
16.538,-0.095,-0.120
16.540,-0.080,-0.120
16.542,0.040,-0.110
16.544,0.040,-0.085
16.546,-0.015,-0.040
16.548,0.035,0.015
16.550,0.055,0.090
16.552,0.050,0.175
16.554,0.160,0.265
16.556,0.305,0.350
16.558,0.540,0.425
16.560,0.625,0.475
16.562,0.740,0.500
16.564,0.705,0.495
16.566,0.480,0.460
16.568,0.260,0.395
16.570,0.180,0.305
16.572,0.085,0.200
16.574,-0.010,0.095
16.576,-0.015,-0.010
16.578,-0.100,-0.105
16.580,-0.140,-0.180
16.582,-0.170,-0.235
16.584,-0.190,-0.265
16.586,-0.185,-0.275
16.588,-0.305,-0.270
16.590,-0.290,-0.255
16.592,-0.360,-0.235
16.594,-0.330,-0.215
16.596,-0.225,-0.195
16.598,-0.140,-0.180
16.600,-0.100,-0.165
16.602,0.025,-0.155
16.604,0.010,-0.145
16.606,-0.045,-0.135
16.608,-0.120,-0.120
16.610,-0.160,-0.105
16.612,-0.210,-0.085
16.614,-0.140,-0.070
16.616,-0.105,-0.055
16.618,-0.075,-0.045
16.620,0.065,-0.035
16.622,0.095,-0.035
16.624,0.070,-0.040
16.626,-0.005,-0.045
16.628,-0.100,-0.050
16.630,-0.115,-0.050
16.632,-0.140,-0.050
16.634,-0.120,-0.050
16.636,-0.030,-0.040
16.638,0.005,-0.035
16.640,0.025,-0.025
16.642,0.100,-0.020
16.644,0.075,-0.020
16.646,0.010,-0.020
16.648,-0.030,-0.025
16.650,-0.055,-0.030
16.652,-0.155,-0.040
16.654,-0.145,-0.045
16.656,-0.065,-0.045
16.658,-0.005,-0.045
16.660,0.095,-0.040
16.662,0.105,-0.035
16.664,0.090,-0.025
16.666,0.040,-0.020
16.668,-0.065,-0.015
16.670,-0.085,-0.010
16.672,-0.110,-0.010
16.674,-0.110,-0.015
16.676,-0.060,-0.015
16.678,0.035,-0.020
16.680,0.150,-0.020
16.682,0.150,-0.020
16.684,0.045,-0.020
16.686,0.005,-0.015
16.688,-0.020,-0.015
16.690,-0.105,-0.010
16.692,-0.145,-0.010
16.694,-0.090,-0.005
16.696,-0.025,-0.005
16.698,0.065,0.000
16.700,0.105,0.000
16.702,0.155,0.005
16.704,0.115,0.005
16.706,0.025,0.010
16.708,-0.010,0.010
16.710,-0.090,0.010
16.712,-0.120,0.005
16.714,-0.090,0.005
16.716,-0.025,0.005
16.718,0.070,0.005
16.720,0.140,0.010
16.722,0.155,0.015
16.724,0.095,0.020
16.726,0.000,0.030
16.728,0.015,0.035
16.730,-0.050,0.040
16.732,-0.085,0.040
16.734,-0.040,0.035
16.736,0.070,0.030
16.738,0.095,0.030
16.740,0.150,0.025
16.742,0.155,0.025
16.744,0.145,0.030
16.746,0.085,0.035
16.748,-0.010,0.040
16.750,-0.105,0.045
16.752,-0.075,0.050
16.754,0.015,0.050
16.756,0.105,0.050
16.758,0.115,0.045
16.760,0.160,0.045
16.762,0.180,0.050
16.764,0.155,0.055
16.766,0.065,0.065
16.768,0.045,0.075
16.770,-0.045,0.090
16.772,0.010,0.100
16.774,0.050,0.105
16.776,0.155,0.110
16.778,0.150,0.105
16.780,0.245,0.105
16.782,0.230,0.105
16.784,0.190,0.105
16.786,0.100,0.110
16.788,0.105,0.120
16.790,0.055,0.130
16.792,0.055,0.140
16.794,0.095,0.155
16.796,0.205,0.160
16.798,0.225,0.165
16.800,0.280,0.170
16.802,0.280,0.165
16.804,0.230,0.165
16.806,0.205,0.165
16.808,0.150,0.165
16.810,0.015,0.165
16.812,0.095,0.170
16.814,0.135,0.175
16.816,0.165,0.180
16.818,0.270,0.180
16.820,0.330,0.185
16.822,0.310,0.185
16.824,0.280,0.185
16.826,0.180,0.185
16.828,0.105,0.180
16.830,0.095,0.180
16.832,0.085,0.180
16.834,0.130,0.175
16.836,0.170,0.170
16.838,0.225,0.170
16.840,0.305,0.165
16.842,0.300,0.165
16.844,0.225,0.160
16.846,0.140,0.160
16.848,0.120,0.160
16.850,0.030,0.160
16.852,0.095,0.160
16.854,0.120,0.155
16.856,0.160,0.145
16.858,0.195,0.130
16.860,0.220,0.110
16.862,0.220,0.090
16.864,0.125,0.065
16.866,-0.030,0.050
16.868,0.030,0.035
16.870,-0.055,0.030
16.872,-0.040,0.025
16.874,0.010,0.025
16.876,0.060,0.030
16.878,0.105,0.030
16.880,0.120,0.025
16.882,0.095,0.015
16.884,0.000,0.000
16.886,-0.005,-0.015
16.888,-0.080,-0.035
16.890,-0.170,-0.050
16.892,-0.120,-0.060
16.894,-0.040,-0.065
16.896,0.010,-0.060
16.898,0.050,-0.050
16.900,0.090,-0.040
16.902,0.095,-0.025
16.904,0.020,-0.020
16.906,-0.055,-0.015
16.908,-0.115,-0.020
16.910,-0.185,-0.030
16.912,-0.090,-0.040
16.914,-0.065,-0.050
16.916,0.030,-0.060
16.918,0.040,-0.060
16.920,0.090,-0.055
16.922,0.040,-0.050
16.924,0.040,-0.040
16.926,-0.050,-0.035
16.928,-0.120,-0.030
16.930,-0.170,-0.030
16.932,-0.145,-0.035
16.934,-0.050,-0.040
16.936,0.065,-0.045
16.938,0.080,-0.045
16.940,0.130,-0.045
16.942,0.080,-0.040
16.944,-0.030,-0.030
16.946,-0.085,-0.020
16.948,-0.040,-0.010
16.950,-0.110,-0.005
16.952,-0.120,-0.005
16.954,-0.020,-0.015
16.956,0.075,-0.025
16.958,0.070,-0.035
16.960,0.070,-0.045
16.962,0.045,-0.050
16.964,-0.020,-0.050
16.966,-0.070,-0.045
16.968,-0.135,-0.040
16.970,-0.115,-0.030
16.972,-0.090,-0.025
16.974,-0.030,-0.020
16.976,0.055,-0.020
16.978,0.120,-0.030
16.980,0.035,-0.040
16.982,0.025,-0.050
16.984,-0.005,-0.060
16.986,-0.035,-0.065
16.988,-0.120,-0.065
16.990,-0.135,-0.060
16.992,-0.090,-0.050
16.994,-0.010,-0.040
16.996,0.010,-0.030
16.998,0.055,-0.020
17.000,0.150,-0.015
17.002,0.095,-0.010
17.004,0.020,-0.015
17.006,-0.030,-0.015
17.008,-0.145,-0.020
17.010,-0.105,-0.025
17.012,-0.080,-0.030
17.014,-0.005,-0.030
17.016,0.095,-0.030
17.018,0.065,-0.030
17.020,0.105,-0.030
17.022,0.070,-0.025
17.024,-0.055,-0.025
17.026,-0.035,-0.025
17.028,-0.110,-0.020
17.030,-0.115,-0.020
17.032,-0.075,-0.020
17.034,0.000,-0.025
17.036,0.060,-0.025
17.038,0.130,-0.025
17.040,0.110,-0.025
17.042,0.045,-0.020
17.044,-0.040,-0.020
17.046,-0.070,-0.020
17.048,-0.130,-0.025
17.050,-0.095,-0.025
17.052,-0.065,-0.025
17.054,-0.020,-0.025
17.056,0.025,-0.025
17.058,0.115,-0.025
17.060,0.115,-0.025
17.062,0.085,-0.020
17.064,0.015,-0.015
17.066,-0.045,-0.015
17.068,-0.155,-0.010
17.070,-0.095,-0.010
17.072,-0.065,-0.010
17.074,0.035,-0.015
17.076,0.075,-0.020
17.078,0.145,-0.025
17.080,0.090,-0.030
17.082,0.055,-0.030
17.084,-0.035,-0.030
17.086,-0.070,-0.025
17.088,-0.160,-0.015
17.090,-0.060,-0.010
17.092,-0.030,-0.005
17.094,0.070,0.000
17.096,0.070,0.000
17.098,0.155,-0.005
17.100,0.095,-0.010
17.102,0.065,-0.020
17.104,-0.040,-0.025
17.106,-0.045,-0.030
17.108,-0.130,-0.035
17.110,-0.105,-0.035
17.112,-0.105,-0.035
17.114,0.020,-0.030
17.116,0.055,-0.030
17.118,0.130,-0.025
17.120,0.110,-0.030
17.122,-0.025,-0.035
17.124,-0.005,-0.040
17.126,-0.035,-0.050
17.128,-0.160,-0.060
17.130,-0.145,-0.065
17.132,-0.090,-0.065
17.134,0.000,-0.065
17.136,0.040,-0.055
17.138,0.090,-0.045
17.140,0.065,-0.035
17.142,0.065,-0.025
17.144,0.020,-0.015
17.146,-0.035,-0.010
17.148,-0.140,-0.015
17.150,-0.130,-0.020
17.152,-0.095,-0.025
17.154,-0.055,-0.035
17.156,0.085,-0.040
17.158,0.140,-0.045
17.160,0.100,-0.045
17.162,0.035,-0.040
17.164,-0.010,-0.035
17.166,-0.085,-0.025
17.168,-0.130,-0.025
17.170,-0.135,-0.020
17.172,-0.060,-0.025
17.174,0.085,-0.030
17.176,0.035,-0.035
17.178,0.120,-0.045
17.180,0.095,-0.045
17.182,0.015,-0.050
17.184,-0.045,-0.045
17.186,-0.125,-0.045
17.188,-0.185,-0.040
17.190,-0.130,-0.035
17.192,-0.030,-0.035
17.194,0.045,-0.035
17.196,0.080,-0.035
17.198,0.080,-0.040
17.200,0.090,-0.045
17.202,0.015,-0.045
17.204,-0.050,-0.045
17.206,-0.100,-0.045
17.208,-0.130,-0.045
17.210,-0.090,-0.040
17.212,-0.060,-0.040
17.214,-0.020,-0.040
17.216,0.035,-0.040
17.218,0.095,-0.045
17.220,0.110,-0.045
17.222,0.010,-0.045
17.224,0.025,-0.045
17.226,-0.125,-0.040
17.228,-0.130,-0.035
17.230,-0.140,-0.030
17.232,-0.015,-0.025
17.234,0.070,-0.020
17.236,0.090,-0.020
17.238,0.130,-0.020
17.240,0.075,-0.025
17.242,0.005,-0.030
17.244,-0.010,-0.035
17.246,-0.100,-0.040
17.248,-0.170,-0.035
17.250,-0.120,-0.035
17.252,-0.065,-0.030
17.254,0.050,-0.025
17.256,0.165,-0.020
17.258,0.130,-0.020
17.260,0.110,-0.025
17.262,-0.005,-0.030
17.264,-0.060,-0.035
17.266,-0.130,-0.045
17.268,-0.180,-0.050
17.270,-0.145,-0.050
17.272,-0.060,-0.050
17.274,0.080,-0.050
17.276,0.135,-0.045
17.278,0.135,-0.040
17.280,0.090,-0.035
17.282,0.015,-0.035
17.284,-0.075,-0.035
17.286,-0.135,-0.035
17.288,-0.145,-0.040
17.290,-0.120,-0.045
17.292,-0.025,-0.050
17.294,0.035,-0.055
17.296,0.085,-0.055
17.298,0.110,-0.055
17.300,0.085,-0.055
17.302,-0.005,-0.050
17.304,-0.085,-0.045
17.306,-0.175,-0.040
17.308,-0.150,-0.035
17.310,-0.025,-0.030
17.312,0.065,-0.030
17.314,0.050,-0.035
17.316,0.135,-0.035
17.318,0.080,-0.040
17.320,0.035,-0.040
17.322,0.015,-0.040
17.324,-0.075,-0.040
17.326,-0.125,-0.040
17.328,-0.140,-0.035
17.330,-0.050,-0.035
17.332,0.030,-0.030
17.334,0.045,-0.030
17.336,0.120,-0.030
17.338,0.140,-0.025
17.340,0.060,-0.020
17.342,0.045,-0.015
17.344,-0.010,-0.005
17.346,-0.105,0.000
17.348,-0.045,0.005
17.350,-0.080,0.010
17.352,0.045,0.010
17.354,0.080,0.010
17.356,0.160,0.005
17.358,0.155,-0.005
17.360,0.085,-0.010
17.362,0.015,-0.015
17.364,-0.025,-0.020
17.366,-0.105,-0.015
17.368,-0.100,-0.010
17.370,-0.085,-0.005
17.372,0.050,0.005
17.374,0.075,0.010
17.376,0.200,0.015
17.378,0.185,0.015
17.380,0.085,0.015
17.382,0.025,0.015
17.384,0.010,0.010
17.386,-0.110,0.005
17.388,-0.050,0.005
17.390,-0.015,0.005
17.392,0.055,0.005
17.394,0.070,0.005
17.396,0.145,0.000
17.398,0.130,0.000
17.400,0.075,-0.005
17.402,-0.010,-0.015
17.404,-0.060,-0.020
17.406,-0.150,-0.030
17.408,-0.080,-0.035
17.410,-0.060,-0.040
17.412,0.010,-0.040
17.414,0.090,-0.045
17.416,0.150,-0.040
17.418,0.100,-0.040
17.420,0.010,-0.040
17.422,-0.070,-0.040
17.424,-0.055,-0.040
17.426,-0.145,-0.045
17.428,-0.085,-0.045
17.430,-0.095,-0.045
17.432,0.005,-0.045
17.434,0.070,-0.045
17.436,0.125,-0.040
17.438,0.125,-0.040
17.440,0.060,-0.035
17.442,-0.050,-0.030
17.444,-0.085,-0.030
17.446,-0.140,-0.025
17.448,-0.140,-0.025
17.450,-0.035,-0.025
17.452,0.015,-0.030
17.454,0.060,-0.035
17.456,0.155,-0.040
17.458,0.105,-0.045
17.460,0.000,-0.055
17.462,-0.045,-0.060
17.464,-0.075,-0.070
17.466,-0.205,-0.080
